Date,Precipitation,Specific_Humidity,Surface Pressure,Surface_Temperature,Clearness_Index,Radiative_Flux,Radiation
15-1-2000,0.0,0.00235,98.95,9.86,0.73,5.95,4.48
16-1-2000,0.0,0.0026920000000000004,99.31,9.73,0.76,5.99,4.7
17-1-2000,0.0,0.002439,99.34,9.81,0.76,6.53,4.69
18-1-2000,0.0,0.002468,99.18,14.12,0.65,6.77,4.04
19-1-2000,0.0,0.0034119999999999997,98.86,15.05,0.72,6.85,4.48
20-1-2000,0.0,0.003249,98.47,14.68,0.75,6.65,4.69
21-1-2000,0.0,0.0038829999999999997,98.66,16.32,0.71,7.13,4.48
22-1-2000,0.68,0.0038369999999999997,98.84,15.76,0.35,7.7,2.23
23-1-2000,0.34,0.004864,98.94,15.03,0.72,6.88,4.59
24-1-2000,0.0,0.00442,99.09,14.82,0.73,6.67,4.69
25-1-2000,3.17,0.004724,99.07,16.21,0.5,8.14,3.21
26-1-2000,0.86,0.004883,99.12,15.72,0.63,7.56,4.07
27-1-2000,0.0,0.004893,99.22,14.5,0.47,7.59,3.08
28-1-2000,0.0,0.004347,99.23,14.2,0.74,6.7,4.88
29-1-2000,0.0,0.003144,99.07,13.67,0.75,6.8,4.97
30-1-2000,0.0,0.002963,99.04,14.34,0.74,6.98,4.96
31-1-2000,0.0,0.002914,98.77,15.12,0.7,7.45,4.7
1-2-2000,0.0,0.002949,98.43,14.85,0.74,7.16,5.03
2-2-2000,0.0,0.003481,98.81,13.58,0.5,7.83,3.41
3-2-2000,0.0,0.0039759999999999995,99.04,15.51,0.65,7.5,4.49
4-2-2000,5.47,0.0038450000000000003,98.58,15.98,0.55,8.31,3.83
5-2-2000,10.67,0.006633,98.59,13.22,0.33,8.08,2.32
6-2-2000,0.01,0.005784,98.87,13.5,0.49,7.13,3.46
7-2-2000,0.0,0.005207,98.87,14.42,0.38,7.4,2.69
8-2-2000,0.03,0.004784,98.82,14.33,0.46,7.26,3.24
9-2-2000,0.0,0.004437,98.89,14.29,0.68,6.69,4.84
10-2-2000,9.18,0.004928,98.59,15.71,0.25,7.98,1.81
11-2-2000,8.6,0.006449,98.57,14.08,0.34,7.81,2.48
12-2-2000,0.02,0.004676,98.9,13.38,0.56,6.96,4.1
13-2-2000,0.21,0.0037310000000000004,99.06,11.8,0.69,6.42,5.05
14-2-2000,0.0,0.004117,99.13,12.83,0.76,6.99,5.6
15-2-2000,0.0,0.003836,98.98,13.83,0.73,6.88,5.44
16-2-2000,0.0,0.0035090000000000004,98.72,14.13,0.74,6.66,5.58
17-2-2000,0.0,0.0030039999999999997,98.52,14.09,0.76,6.5,5.74
18-2-2000,0.0,0.003113,98.72,13.56,0.76,6.48,5.82
19-2-2000,0.0,0.003104,98.77,13.84,0.77,6.57,5.88
20-2-2000,0.0,0.003321,98.65,16.53,0.72,7.68,5.56
21-2-2000,0.0,0.0038619999999999995,98.83,17.03,0.73,7.14,5.68
22-2-2000,0.0,0.0034590000000000003,99.02,16.1,0.72,6.96,5.68
23-2-2000,0.0,0.002943,99.07,14.85,0.79,6.43,6.21
24-2-2000,0.0,0.003005,99.04,14.08,0.78,6.69,6.18
25-2-2000,0.0,0.00283,98.8,14.21,0.78,6.52,6.22
26-2-2000,0.0,0.002848,98.65,14.8,0.76,6.78,6.14
27-2-2000,0.0,0.002805,98.66,16.42,0.77,6.88,6.23
28-2-2000,0.0,0.0033659999999999996,98.77,19.14,0.76,7.07,6.18
29-2-2000,0.0,0.004202,98.58,21.08,0.67,7.7,5.48
1-3-2000,0.09,0.005684000000000001,98.33,22.33,0.41,9.04,3.39
2-3-2000,0.0,0.005287,98.31,21.14,0.7,7.61,5.79
3-3-2000,0.0,0.004061,98.37,20.85,0.74,7.49,6.24
4-3-2000,0.02,0.004353,98.18,21.11,0.64,8.14,5.4
5-3-2000,0.39,0.003315,98.5,18.87,0.66,7.31,5.58
6-3-2000,0.0,0.003035,98.44,17.9,0.72,7.18,6.15
7-3-2000,0.0,0.002745,98.59,18.95,0.71,7.57,6.06
8-3-2000,0.0,0.002553,98.66,18.77,0.72,7.01,6.22
9-3-2000,0.0,0.002448,98.38,18.45,0.75,7.04,6.54
10-3-2000,0.0,0.002236,98.21,19.81,0.74,7.58,6.45
11-3-2000,0.0,0.003511,97.96,22.22,0.69,7.73,6.06
12-3-2000,0.0,0.002666,97.84,22.08,0.69,7.54,6.15
13-3-2000,3.4,0.003768,98.04,20.89,0.66,7.92,5.87
14-3-2000,5.64,0.004039,98.57,18.81,0.77,7.18,6.89
15-3-2000,0.0,0.0030329999999999997,98.5,19.3,0.77,7.07,6.97
16-3-2000,0.0,0.003296,98.28,20.8,0.75,7.4,6.75
17-3-2000,0.0,0.003927,98.04,22.82,0.74,7.89,6.75
18-3-2000,0.0,0.0023,98.31,20.82,0.77,7.26,7.01
19-3-2000,0.0,0.002116,98.57,20.37,0.78,7.04,7.17
20-3-2000,0.0,0.0021809999999999998,98.5,20.9,0.76,7.79,7.07
21-3-2000,0.64,0.002691,98.35,23.19,0.4,8.61,3.76
22-3-2000,2.34,0.004778,98.31,22.93,0.76,8.44,7.09
23-3-2000,0.4,0.004871,98.66,22.48,0.74,8.01,6.98
24-3-2000,0.24,0.005124,99.03,21.61,0.78,7.5,7.34
25-3-2000,0.0,0.003461,98.84,21.94,0.78,7.69,7.38
26-3-2000,0.0,0.002967,98.8,23.72,0.77,7.84,7.4
27-3-2000,0.0,0.002758,98.72,25.04,0.77,7.91,7.43
28-3-2000,0.0,0.002215,98.65,25.78,0.77,8.09,7.46
29-3-2000,0.0,0.002841,98.56,27.6,0.77,8.86,7.41
30-3-2000,0.0,0.0034509999999999996,98.39,28.98,0.78,8.24,7.56
31-3-2000,0.0,0.0037380000000000004,98.13,30.32,0.77,8.45,7.54
1-4-2000,0.0,0.0033200000000000005,98.18,30.22,0.72,8.26,7.07
2-4-2000,0.0,0.002547,98.06,27.87,0.77,8.03,7.58
3-4-2000,0.0,0.00238,98.06,27.77,0.77,7.97,7.65
4-4-2000,0.0,0.002073,98.0,29.23,0.78,7.86,7.71
5-4-2000,0.0,0.001546,97.98,28.39,0.77,7.89,7.73
6-4-2000,0.0,0.0010810000000000001,98.05,26.86,0.78,7.96,7.78
7-4-2000,0.0,0.001574,98.26,28.32,0.77,7.93,7.71
8-4-2000,0.0,0.0020280000000000003,98.13,30.76,0.77,8.03,7.77
9-4-2000,0.0,0.002944,97.97,29.67,0.77,8.09,7.81
10-4-2000,0.0,0.001831,97.96,29.01,0.78,8.06,7.9
11-4-2000,0.0,0.001454,97.97,29.72,0.78,8.08,7.98
12-4-2000,0.0,0.0017050000000000001,97.92,31.63,0.69,8.5,7.06
13-4-2000,0.0,0.002148,97.71,32.6,0.68,9.27,7.03
14-4-2000,0.04,0.002991,97.52,34.34,0.61,9.39,6.28
15-4-2000,3.01,0.005377000000000001,97.85,32.23,0.62,9.12,6.38
16-4-2000,0.0,0.005101,98.05,32.1,0.71,8.63,7.38
17-4-2000,0.0,0.003744,97.84,33.12,0.68,8.86,7.07
18-4-2000,0.0,0.003927,97.84,34.32,0.67,9.27,6.98
19-4-2000,0.0,0.004357,97.86,35.37,0.67,9.24,6.99
20-4-2000,0.0,0.004427,97.73,36.42,0.62,9.26,6.5
21-4-2000,0.01,0.004711,97.69,34.04,0.65,9.81,6.83
22-4-2000,0.0,0.004389,97.76,35.19,0.61,9.67,6.47
23-4-2000,0.0,0.004515,97.73,35.5,0.63,9.1,6.68
24-4-2000,0.0,0.00532,97.58,35.63,0.61,9.13,6.48
25-4-2000,0.0,0.0043950000000000005,97.3,36.02,0.67,8.99,7.14
26-4-2000,0.0,0.00441,97.3,36.26,0.64,9.67,6.86
27-4-2000,0.0,0.004065,97.42,34.99,0.6,9.38,6.41
28-4-2000,0.56,0.00433,97.44,35.05,0.66,8.68,7.07
29-4-2000,0.0,0.003264,97.56,35.08,0.67,8.86,7.22
30-4-2000,0.0,0.002803,97.8,35.02,0.68,8.6,7.39
1-5-2000,0.0,0.002391,97.68,35.1,0.6,8.76,6.51
2-5-2000,0.0,0.002156,97.69,35.29,0.67,8.79,7.27
3-5-2000,0.0,0.002931,97.84,37.67,0.67,9.22,7.27
4-5-2000,0.0,0.004086,97.94,36.6,0.62,9.65,6.8
5-5-2000,0.29,0.0068709999999999995,98.0,36.53,0.66,9.69,7.18
6-5-2000,5.65,0.010008,97.96,35.54,0.66,8.85,7.25
7-5-2000,0.46,0.011275,98.19,33.42,0.23,9.64,2.52
8-5-2000,0.04,0.010713,98.04,34.91,0.65,9.22,7.16
9-5-2000,0.0,0.009463,97.9,37.07,0.65,9.28,7.15
10-5-2000,0.0,0.008525,97.73,39.0,0.58,9.5,6.41
11-5-2000,0.35,0.008914,97.58,39.7,0.51,9.96,5.67
12-5-2000,1.51,0.010036,97.56,39.18,0.56,10.28,6.21
13-5-2000,5.01,0.012884,97.7,37.46,0.27,10.11,3.02
14-5-2000,0.08,0.013088999999999998,97.62,37.4,0.57,9.89,6.31
15-5-2000,0.0,0.011137000000000001,97.47,39.19,0.58,9.38,6.42
16-5-2000,0.48,0.00937,97.45,38.99,0.55,9.17,6.15
17-5-2000,0.0,0.009868,97.3,39.14,0.61,9.57,6.8
18-5-2000,0.0,0.009606,97.14,39.59,0.6,9.64,6.66
19-5-2000,0.0,0.009098,97.1,40.65,0.6,9.8,6.68
20-5-2000,5.61,0.008822,97.19,38.44,0.54,10.06,6.0
21-5-2000,0.35,0.010884999999999999,97.3,37.82,0.59,9.92,6.62
22-5-2000,0.01,0.012166,97.35,38.45,0.58,9.91,6.52
23-5-2000,0.0,0.010833,97.35,39.37,0.53,9.98,5.98
24-5-2000,0.0,0.010153,97.18,39.3,0.63,9.65,7.09
25-5-2000,0.0,0.008456,97.01,39.14,0.6,9.6,6.73
26-5-2000,0.21,0.008679000000000001,96.92,39.57,0.55,9.64,6.2
27-5-2000,0.0,0.008725,97.1,39.72,0.53,9.52,6.03
28-5-2000,0.14,0.008586,97.29,39.87,0.63,9.83,7.08
29-5-2000,0.0,0.007418999999999999,97.39,40.0,0.59,9.68,6.64
30-5-2000,0.06,0.007711,97.49,39.4,0.57,10.02,6.48
31-5-2000,0.89,0.009462,97.46,39.78,0.59,10.3,6.66
1-6-2000,10.45,0.012863999999999999,97.24,36.71,0.47,10.04,5.38
2-6-2000,0.0,0.012767,97.22,39.03,0.56,9.73,6.39
3-6-2000,0.0,0.011736,97.36,38.84,0.54,10.0,6.08
4-6-2000,4.47,0.012416,97.36,38.35,0.47,10.15,5.31
5-6-2000,2.53,0.012139,97.3,37.14,0.53,9.7,6.02
6-6-2000,1.59,0.012977,97.19,37.22,0.39,10.14,4.47
7-6-2000,16.38,0.016942,97.25,29.16,0.07,10.43,0.79
8-6-2000,20.64,0.019069,97.09,30.37,0.39,10.24,4.45
9-6-2000,3.73,0.016412,97.43,34.11,0.58,10.23,6.61
10-6-2000,8.72,0.016159,97.44,34.2,0.48,9.74,5.51
11-6-2000,0.0,0.013266,97.33,35.57,0.57,9.56,6.52
12-6-2000,0.14,0.01268,97.25,35.82,0.51,10.19,5.81
13-6-2000,1.82,0.01296,97.14,36.61,0.49,10.29,5.54
14-6-2000,0.18,0.013125,97.19,36.35,0.63,10.34,7.14
15-6-2000,0.02,0.012424,97.14,36.92,0.67,10.67,7.68
16-6-2000,2.94,0.013567,97.09,37.21,0.66,10.61,7.53
17-6-2000,0.71,0.0132,97.18,36.16,0.62,10.26,7.12
18-6-2000,0.0,0.010839,97.2,37.13,0.57,10.34,6.5
19-6-2000,0.04,0.014343,97.29,37.23,0.53,10.53,6.07
20-6-2000,1.22,0.015738,97.3,37.41,0.58,10.62,6.56
21-6-2000,2.71,0.015229,97.23,38.08,0.53,10.37,5.98
22-6-2000,7.33,0.0137,97.13,37.26,0.44,10.62,5.06
23-6-2000,11.19,0.01633,97.37,33.42,0.52,10.27,5.9
24-6-2000,5.91,0.014852,97.14,34.57,0.59,10.45,6.75
25-6-2000,0.98,0.013649000000000001,97.08,35.41,0.57,10.57,6.53
26-6-2000,0.05,0.013381,97.18,35.64,0.65,10.42,7.4
27-6-2000,0.19,0.01355,97.26,36.44,0.64,10.86,7.26
28-6-2000,0.43,0.013563,97.33,37.26,0.61,10.66,6.94
29-6-2000,13.0,0.018157,97.49,33.93,0.42,10.5,4.75
30-6-2000,20.56,0.019355,97.45,31.51,0.37,10.52,4.17
1-7-2000,17.54,0.019925,97.37,33.09,0.38,10.4,4.29
2-7-2000,3.6,0.018305000000000002,97.34,35.06,0.39,10.14,4.4
3-7-2000,2.76,0.01799,97.39,34.44,0.6,10.12,6.83
4-7-2000,0.08,0.016569,97.36,35.39,0.58,10.21,6.56
5-7-2000,0.02,0.016141,97.24,37.44,0.54,10.41,6.15
6-7-2000,0.44,0.014911,97.07,37.71,0.56,10.6,6.36
7-7-2000,7.12,0.017813,97.13,33.11,0.53,10.52,6.0
8-7-2000,2.85,0.018468000000000002,97.02,35.09,0.55,10.4,6.16
9-7-2000,1.07,0.018518,96.95,35.23,0.6,10.39,6.81
10-7-2000,9.73,0.018321,96.88,35.11,0.52,10.47,5.84
11-7-2000,4.03,0.018665,97.03,34.84,0.38,10.71,4.33
12-7-2000,5.42,0.019883,97.19,32.76,0.28,10.56,3.15
13-7-2000,1.71,0.020007,97.14,31.71,0.57,10.49,6.36
14-7-2000,1.62,0.020478,97.08,31.14,0.48,10.51,5.4
15-7-2000,4.73,0.019916999999999997,96.95,32.82,0.28,10.63,3.18
16-7-2000,20.52,0.020747,97.01,30.51,0.43,10.53,4.8
17-7-2000,30.69,0.021667,97.07,29.9,0.43,10.47,4.85
18-7-2000,9.5,0.020899,96.98,30.92,0.4,10.44,4.49
19-7-2000,1.85,0.019802,97.07,30.65,0.32,10.47,3.61
20-7-2000,0.79,0.019566999999999998,97.2,31.86,0.53,10.42,5.92
21-7-2000,1.42,0.019678,97.24,30.33,0.43,10.38,4.77
22-7-2000,4.53,0.018541,97.48,27.88,0.31,10.16,3.5
23-7-2000,5.81,0.017924000000000002,97.44,28.84,0.27,10.22,3.04
24-7-2000,20.02,0.018716999999999998,97.37,28.54,0.41,10.32,4.58
25-7-2000,3.9,0.017447,97.53,30.64,0.54,10.13,5.99
26-7-2000,2.24,0.017773,97.43,31.63,0.55,10.28,6.06
27-7-2000,0.95,0.016793000000000002,97.48,31.27,0.3,10.26,3.34
28-7-2000,0.38,0.018199,97.6,29.75,0.41,10.33,4.53
29-7-2000,0.33,0.017668,97.61,32.26,0.48,10.48,5.26
30-7-2000,23.0,0.019759,97.66,30.69,0.55,10.63,6.03
31-7-2000,2.17,0.018986000000000003,97.53,29.31,0.32,10.58,3.5
1-8-2000,1.04,0.017657,97.35,29.43,0.5,10.25,5.45
2-8-2000,0.25,0.017004,97.43,30.59,0.54,10.17,5.85
3-8-2000,0.47,0.016904,97.47,30.99,0.6,9.88,6.52
4-8-2000,0.54,0.017268000000000002,97.58,32.0,0.68,9.67,7.42
5-8-2000,0.0,0.016618,97.51,32.7,0.69,9.87,7.54
6-8-2000,0.0,0.016913,97.46,33.6,0.74,10.16,7.98
7-8-2000,0.2,0.016475,97.45,33.99,0.65,10.66,7.04
8-8-2000,0.0,0.015436000000000002,97.44,34.25,0.47,10.67,5.07
9-8-2000,0.06,0.016131,97.37,34.62,0.49,10.56,5.22
10-8-2000,12.17,0.018963999999999998,97.5,31.92,0.14,10.46,1.54
11-8-2000,2.66,0.019613,97.6,28.75,0.28,10.47,2.95
12-8-2000,1.26,0.019002,97.67,31.66,0.55,10.23,5.86
13-8-2000,1.37,0.019277000000000002,97.77,32.53,0.62,10.4,6.61
14-8-2000,14.13,0.019466,97.61,32.68,0.47,10.24,5.01
15-8-2000,31.05,0.020137000000000002,97.57,30.66,0.52,10.28,5.53
16-8-2000,10.37,0.019451,97.5,29.48,0.21,10.15,2.26
17-8-2000,2.84,0.018415,97.26,31.66,0.71,9.81,7.49
18-8-2000,1.47,0.01817,97.39,31.72,0.48,10.36,5.06
19-8-2000,8.16,0.020891,97.6,29.22,0.14,10.54,1.51
20-8-2000,8.93,0.020273,97.55,30.08,0.34,10.36,3.52
21-8-2000,9.46,0.019635,97.42,30.76,0.38,10.34,3.96
22-8-2000,5.71,0.020538999999999998,97.61,29.85,0.41,10.46,4.26
23-8-2000,5.6,0.021102000000000003,97.68,29.45,0.41,10.26,4.28
24-8-2000,2.15,0.020971,97.52,31.13,0.66,10.09,6.85
25-8-2000,10.57,0.020896,97.59,30.8,0.61,10.31,6.3
26-8-2000,0.14,0.019315,97.74,28.98,0.52,10.31,5.35
27-8-2000,0.27,0.018856,97.56,30.9,0.64,10.44,6.52
28-8-2000,0.73,0.019828,97.19,33.07,0.46,10.52,4.66
29-8-2000,5.48,0.01942,97.12,31.95,0.43,10.48,4.38
30-8-2000,6.57,0.01927,97.03,31.08,0.55,10.16,5.55
31-8-2000,2.28,0.017963,97.06,31.58,0.57,9.87,5.79
1-9-2000,0.16,0.017740000000000002,97.21,32.55,0.53,9.72,5.33
2-9-2000,0.1,0.016321000000000002,97.33,32.52,0.58,9.64,5.83
3-9-2000,13.6,0.01832,97.49,31.03,0.3,10.43,3.03
4-9-2000,0.91,0.019039,97.66,29.95,0.59,10.23,5.86
5-9-2000,3.89,0.018266,97.54,31.44,0.54,10.18,5.32
6-9-2000,2.68,0.017995,97.38,31.84,0.43,10.23,4.25
7-9-2000,0.98,0.017463,97.48,32.09,0.51,10.13,4.99
8-9-2000,1.56,0.016008,97.73,31.77,0.61,9.99,5.94
9-9-2000,0.54,0.015981,97.7,31.79,0.53,9.72,5.16
10-9-2000,0.38,0.015049000000000002,97.57,32.18,0.55,9.47,5.34
11-9-2000,1.05,0.0141,97.57,31.5,0.61,9.39,5.88
12-9-2000,0.58,0.013113,97.71,31.16,0.59,9.43,5.63
13-9-2000,0.02,0.011761,97.89,31.06,0.6,9.07,5.73
14-9-2000,0.0,0.011828,97.86,31.17,0.62,9.61,5.87
15-9-2000,0.83,0.014947,97.83,31.28,0.53,9.91,5.01
16-9-2000,0.02,0.013975,97.8,31.91,0.66,9.31,6.21
17-9-2000,0.0,0.010057,97.92,30.93,0.69,8.86,6.46
18-9-2000,0.15,0.010085,97.81,30.63,0.68,8.91,6.36
19-9-2000,1.64,0.013094999999999999,97.95,30.83,0.62,8.93,5.78
20-9-2000,0.96,0.015097,98.21,30.49,0.54,10.09,4.95
21-9-2000,0.17,0.014761000000000002,98.34,30.57,0.53,9.6,4.9
22-9-2000,0.01,0.013486000000000001,98.37,31.11,0.53,9.35,4.83
23-9-2000,0.0,0.011814,98.25,31.14,0.58,9.06,5.29
24-9-2000,0.0,0.011817,98.17,30.54,0.61,8.58,5.47
25-9-2000,0.14,0.010976999999999999,98.06,30.65,0.59,9.18,5.29
26-9-2000,1.9,0.010979000000000001,98.15,29.3,0.34,10.08,3.01
27-9-2000,0.69,0.009554,98.19,29.38,0.64,8.96,5.65
28-9-2000,0.0,0.008502,98.12,28.96,0.59,8.89,5.21
29-9-2000,0.06,0.008439,98.17,28.34,0.63,8.2,5.56
30-9-2000,0.0,0.008459,98.11,28.64,0.65,8.37,5.7
1-10-2000,0.0,0.010409999999999999,98.26,28.59,0.72,8.48,6.25
2-10-2000,0.0,0.009537,98.35,28.91,0.71,8.32,6.12
3-10-2000,0.0,0.007712,98.25,28.37,0.68,8.44,5.87
4-10-2000,0.0,0.008179,98.22,27.74,0.68,8.55,5.78
5-10-2000,0.0,0.010048,98.36,28.17,0.66,8.65,5.62
6-10-2000,0.0,0.01176,98.42,29.14,0.68,9.09,5.77
7-10-2000,0.0,0.010951,98.36,29.7,0.66,8.74,5.49
8-10-2000,0.01,0.009079,98.16,29.25,0.63,8.5,5.24
9-10-2000,0.0,0.00886,97.93,30.17,0.6,8.74,4.98
10-10-2000,0.02,0.008425,98.11,29.1,0.63,8.67,5.19
11-10-2000,0.0,0.006188,98.25,27.2,0.57,8.76,4.63
12-10-2000,0.0,0.005797999999999999,98.3,26.62,0.64,8.11,5.16
13-10-2000,0.0,0.005121,98.09,25.84,0.68,7.91,5.5
14-10-2000,0.0,0.004661,98.09,25.44,0.67,7.79,5.33
15-10-2000,0.0,0.004257,98.35,24.63,0.66,7.82,5.29
16-10-2000,0.0,0.004431,98.46,24.83,0.67,7.64,5.3
17-10-2000,0.0,0.004862,98.37,25.88,0.69,7.81,5.44
18-10-2000,0.0,0.005711,98.18,26.18,0.6,7.87,4.69
19-10-2000,0.0,0.005602,98.09,25.72,0.61,7.87,4.73
20-10-2000,0.0,0.005668,98.1,26.08,0.66,8.07,5.05
21-10-2000,0.0,0.005565,98.09,25.66,0.61,8.1,4.66
22-10-2000,0.0,0.006124,98.04,24.9,0.63,7.85,4.8
23-10-2000,0.0,0.006762000000000001,98.03,25.69,0.66,7.96,5.0
24-10-2000,0.0,0.005626,98.25,26.23,0.67,7.9,5.03
25-10-2000,0.0,0.0045130000000000005,98.49,24.35,0.61,8.18,4.54
26-10-2000,0.0,0.00421,98.55,23.66,0.64,7.79,4.71
27-10-2000,0.0,0.00336,98.5,23.1,0.67,7.56,4.9
28-10-2000,0.0,0.0038369999999999997,98.6,23.2,0.66,7.6,4.81
29-10-2000,0.0,0.005102000000000001,98.75,23.11,0.64,7.55,4.67
30-10-2000,0.0,0.00566,98.6,23.43,0.66,7.57,4.75
31-10-2000,0.0,0.004386999999999999,98.4,23.16,0.66,7.71,4.69
1-11-2000,0.0,0.00596,98.68,22.27,0.66,7.99,4.69
2-11-2000,0.0,0.007587999999999999,98.89,23.8,0.6,7.96,4.26
3-11-2000,0.0,0.00628,98.97,23.72,0.65,7.74,4.53
4-11-2000,0.0,0.004054,98.97,22.29,0.62,7.54,4.34
5-11-2000,0.0,0.003665,98.68,21.86,0.64,7.54,4.45
6-11-2000,0.0,0.003331,98.41,22.34,0.64,7.73,4.38
7-11-2000,0.0,0.002927,98.57,22.9,0.65,7.37,4.42
8-11-2000,0.0,0.004056000000000001,98.68,23.14,0.62,7.94,4.21
9-11-2000,0.08,0.005135,98.62,25.21,0.63,7.78,4.26
10-11-2000,0.0,0.003715,98.7,23.31,0.61,7.46,4.09
11-11-2000,0.0,0.003399,98.85,21.95,0.63,7.26,4.22
12-11-2000,0.0,0.0033979999999999995,98.64,21.23,0.55,8.14,3.62
13-11-2000,0.0,0.0047090000000000005,98.49,23.5,0.63,7.75,4.16
14-11-2000,0.01,0.003764,98.65,22.37,0.63,7.42,4.14
15-11-2000,0.0,0.003105,98.78,20.76,0.63,7.12,4.06
16-11-2000,0.0,0.002091,98.89,20.3,0.63,7.28,4.06
17-11-2000,0.0,0.002688,98.71,21.13,0.65,7.21,4.14
18-11-2000,0.0,0.003002,98.44,20.78,0.64,7.27,4.09
19-11-2000,0.0,0.0035479999999999995,98.45,19.36,0.6,7.61,3.78
20-11-2000,0.0,0.003281,98.51,20.02,0.63,7.34,3.97
21-11-2000,0.0,0.0038840000000000003,98.69,20.1,0.67,7.53,4.18
22-11-2000,0.0,0.005942,98.91,20.83,0.61,7.85,3.82
23-11-2000,0.0,0.006672,99.04,20.29,0.58,7.96,3.57
24-11-2000,0.0,0.005309,98.91,20.74,0.64,7.43,3.94
25-11-2000,0.0,0.003821,98.82,19.52,0.64,7.02,3.95
26-11-2000,0.0,0.003214,98.89,18.58,0.7,7.06,4.25
27-11-2000,0.46,0.004196,98.95,18.08,0.08,7.95,0.48
28-11-2000,0.02,0.004035,99.0,18.23,0.73,6.59,4.4
29-11-2000,0.01,0.00238,98.95,16.73,0.7,6.51,4.22
30-11-2000,0.0,0.002088,99.09,15.51,0.69,6.58,4.13
1-12-2000,0.0,0.001667,99.13,14.86,0.74,6.43,4.43
2-12-2000,0.0,0.000891,99.2,13.09,0.74,6.14,4.39
3-12-2000,0.0,0.001035,99.31,14.05,0.73,6.3,4.34
4-12-2000,0.0,0.0016239999999999998,98.93,16.48,0.73,6.44,4.31
5-12-2000,0.0,0.001982,98.77,16.9,0.72,6.58,4.23
6-12-2000,0.0,0.0020829999999999998,98.88,16.28,0.73,6.63,4.27
7-12-2000,0.0,0.001837,99.05,16.15,0.73,6.55,4.24
8-12-2000,0.0,0.0018899999999999998,98.96,17.23,0.72,7.09,4.17
9-12-2000,0.0,0.0024530000000000003,98.76,16.69,0.73,6.64,4.25
10-12-2000,0.0,0.002434,98.89,15.1,0.7,6.81,4.06
11-12-2000,0.0,0.0023239999999999997,99.01,14.61,0.72,6.41,4.18
12-12-2000,0.0,0.0019100000000000002,98.98,14.69,0.66,7.36,3.82
13-12-2000,0.0,0.002139,98.92,15.55,0.73,6.53,4.19
14-12-2000,0.0,0.002963,98.82,16.43,0.72,6.9,4.12
15-12-2000,0.0,0.003195,98.97,16.59,0.56,7.94,3.22
16-12-2000,0.0,0.0033880000000000004,99.08,17.62,0.65,7.37,3.73
17-12-2000,0.0,0.003761,99.06,18.16,0.66,7.4,3.81
18-12-2000,0.0,0.0057469999999999995,98.98,18.65,0.71,7.44,4.04
19-12-2000,0.0,0.0033539999999999998,98.86,15.99,0.72,6.45,4.1
20-12-2000,0.0,0.002286,98.96,14.61,0.71,6.34,4.06
21-12-2000,0.0,0.0020210000000000002,99.05,13.86,0.72,6.41,4.12
22-12-2000,0.0,0.002118,99.08,12.84,0.71,6.56,4.05
23-12-2000,0.0,0.002134,99.0,13.07,0.7,6.57,4.03
24-12-2000,0.0,0.002321,99.01,12.79,0.69,6.65,3.98
25-12-2000,0.0,0.002246,98.99,13.43,0.7,6.64,4.01
26-12-2000,0.0,0.002582,99.06,13.57,0.73,6.29,4.21
27-12-2000,0.0,0.002679,99.04,13.52,0.74,6.66,4.23
28-12-2000,0.0,0.002875,99.04,13.09,0.74,6.39,4.29
29-12-2000,0.0,0.002856,99.02,13.81,0.75,6.69,4.31
30-12-2000,1.66,0.003081,98.88,14.71,0.28,8.26,1.65
31-12-2000,1.22,0.0059759999999999995,98.81,16.98,0.51,8.27,2.93
1-1-2001,11.59,0.0075,98.71,13.53,0.13,7.75,0.74
2-1-2001,0.0,0.006225,99.06,13.63,0.63,7.06,3.7
3-1-2001,0.0,0.005591,99.14,13.22,0.48,7.23,2.79
4-1-2001,0.0,0.004882,99.14,12.65,0.22,7.58,1.26
5-1-2001,0.0,0.004024,99.1,11.95,0.53,6.88,3.14
6-1-2001,0.0,0.0033,99.1,11.73,0.7,7.01,4.12
7-1-2001,0.0,0.003163,98.9,11.13,0.69,6.49,4.09
8-1-2001,0.0,0.0034700000000000004,98.89,10.15,0.62,6.41,3.71
9-1-2001,0.0,0.003432,99.03,10.94,0.57,6.54,3.42
10-1-2001,0.0,0.0032450000000000005,99.07,9.82,0.63,6.34,3.81
11-1-2001,0.0,0.002877,98.85,9.73,0.74,6.57,4.46
12-1-2001,0.0,0.002866,98.9,10.36,0.37,7.2,2.21
13-1-2001,0.0,0.003025,99.04,10.84,0.7,6.46,4.24
14-1-2001,0.0,0.003321,98.98,11.4,0.77,6.19,4.7
15-1-2001,0.0,0.002886,99.1,10.96,0.65,6.33,3.97
16-1-2001,0.0,0.002817,99.18,11.14,0.68,6.4,4.21
17-1-2001,0.0,0.002794,99.24,11.61,0.62,6.57,3.84
18-1-2001,0.0,0.002852,99.17,12.32,0.63,6.78,3.94
19-1-2001,0.0,0.002667,99.1,12.63,0.69,6.89,4.31
20-1-2001,0.0,0.002834,98.97,13.02,0.73,6.54,4.62
21-1-2001,0.0,0.002866,98.62,12.81,0.74,6.89,4.7
22-1-2001,0.0,0.003532,98.46,13.9,0.72,7.12,4.57
23-1-2001,1.38,0.0031780000000000003,98.75,12.0,0.73,6.52,4.7
24-1-2001,0.0,0.002359,98.87,11.64,0.75,6.35,4.86
25-1-2001,0.0,0.002172,98.74,12.3,0.73,6.42,4.73
